sample_id,seed,budget_fraction,selected_count,pressure_field_relative_l2,ratio_abs_error,true_cd,true_cl,predicted_cd,predicted_cl
1007,0,0.75,8453,0.047462259566001426,1.2925337516751363,0.03496138259813211,0.024176366211576324,0.03833350395197273,0.24962600750912756
1007,1,0.75,8453,0.011677909281022724,0.918260098130046,0.03496138259813211,0.024176366211576324,0.02828789410386471,0.05359206132970117
1007,2,0.75,8453,0.0778277640303662,1.3446280325385283,0.03496138259813211,0.024176366211576324,0.05049688181085669,0.4976559545049276
1007,0,1.0,11271,0.0014792271251624599,0.0878092277736453,0.03496138259813211,0.024176366211576324,0.03458946666349835,0.025465482930037413
1009,0,0.375,4227,0.0809819485158414,0.02499015984018134,0.03297190948240262,0.4131588742762784,-0.007588983665246769,-0.13844904439791608
1009,1,0.375,4227,0.035174156360194324,0.04817791208610698,0.03297190948240262,0.4131588742762784,0.012713602342606822,0.4019918153330667
1009,2,0.375,4227,0.09504408442105373,0.12258284529470358,0.03297190948240262,0.4131588742762784,0.010200885349070935,-0.2384587149447734
1009,0,0.5,5636,0.02591070172888635,0.03080698869603834,0.03297190948240262,0.4131588742762784,0.01936319952613724,0.3951879533687772
1009,1,0.5,5636,0.04183589222762671,0.044452343537662725,0.03297190948240262,0.4131588742762784,0.024475463899947963,0.6923343043571021
1009,2,0.5,5636,0.07512271800982154,0.26631564046157485,0.03297190948240262,0.4131588742762784,0.008387622691902536,-0.04497114560736141
1009,0,0.75,8453,0.013810216647222916,0.002609299931493697,0.03297190948240262,0.4131588742762784,0.032228754124689916,0.3910604845183615
1009,1,0.75,8453,0.037087468054005125,0.009773691272431079,0.03297190948240262,0.4131588742762784,0.04150883436886092,0.5927230478762462
1009,2,0.75,8453,0.06001097155585828,0.02640487347886171,0.03297190948240262,0.4131588742762784,0.01303277995942311,0.12270845612576255
1009,0,1.0,11271,0.002380459031485482,0.000263614619188432,0.03297190948240262,0.4131588742762784,0.033651912090861734,0.4230772702528614
1011,0,0.375,4227,0.08051981126986024,0.05594368948908443,0.06320947785601898,0.47254073746788433,0.06746086961973359,0.8668672874020893
1011,1,0.375,4227,0.04828016951024602,0.06661263308183689,0.06320947785601898,0.47254073746788433,0.04867928287122515,0.7249064134383908
1011,2,0.375,4227,0.02423249773239651,0.04675577944764335,0.06320947785601898,0.47254073746788433,0.052618019004764184,0.6047397513437407
1011,0,0.5,5636,0.06041702841081477,0.05288349218919877,0.06320947785601898,0.47254073746788433,0.06401804585307902,0.7915027409145035
1011,1,0.5,5636,0.049149082239711823,0.04688096770432329,0.06320947785601898,0.47254073746788433,0.060921486622852246,0.7011804921773676
1011,2,0.5,5636,0.048030090866230814,0.03656889120096696,0.06320947785601898,0.47254073746788433,0.06682052579111604,0.6874805014107656
1011,0,0.75,8453,0.017515471961624143,0.008234287092730413,0.06320947785601898,0.47254073746788433,0.06669543452136964,0.5313071092058003
1011,1,0.75,8453,0.05021299545006341,0.001399024838883517,0.06320947785601898,0.47254073746788433,0.04401119869572581,0.3256129224830108
1011,2,0.75,8453,0.0677386602009994,0.03544112888411223,0.06320947785601898,0.47254073746788433,0.0771875867088651,0.7850329325569981
1011,0,1.0,11271,0.004663109260647211,0.00037817078613480715,0.06320947785601898,0.47254073746788433,0.06395775856823044,0.4794903054844309
1014,0,0.375,4227,0.022970993548391133,0.021852949776721177,0.020834743751382945,0.3700850955292564,0.013740443072212392,0.39891867931892677
1014,1,0.375,4227,0.08171087757453266,0.09965803693889258,0.020834743751382945,0.3700850955292564,0.009853510570920205,-0.22724431954167054
1014,2,0.375,4227,0.08177224452569751,0.009212249935886908,0.020834743751382945,0.3700850955292564,0.05993562470589841,0.9149161179528451
1014,0,0.5,5636,0.016374445208466575,0.009921686599991715,0.020834743751382945,0.3700850955292564,0.01835443393571383,0.3957788115897814
1014,1,0.5,5636,0.04113127747371103,0.0025184246809415514,0.020834743751382945,0.3700850955292564,0.00787096738216515,0.1338244958248492
1014,2,0.5,5636,0.03220094565225624,0.00998662620714904,0.020834743751382945,0.3700850955292564,0.03497089208599447,0.5275933754874171
1014,0,0.75,8453,0.04306706080390983,0.034633741719875426,0.020834743751382945,0.3700850955292564,0.015380075638055107,0.16914023239614898
1014,1,0.75,8453,0.010987278127662552,0.001735343225779104,0.020834743751382945,0.3700850955292564,0.02103696023340345,0.3855618708956292
1014,2,0.75,8453,0.04040755641222699,0.007972276721688314,0.020834743751382945,0.3700850955292564,0.03841124733799748,0.597659524888876
1014,0,1.0,11271,0.0048305333922884315,0.002368446199875973,0.020834743751382945,0.3700850955292564,0.021770061164536322,0.3710872289465011
1016,0,0.375,4227,0.040360014825962104,0.012425046006807612,0.02207622616758689,0.4275965592723525,0.02596770688358787,0.6623808777060871
1016,1,0.375,4227,0.0584970149102435,0.00042459455894953285,0.02207622616758689,0.4275965592723525,0.005374319309085788,0.10324660889978195
1016,2,0.375,4227,0.04564592094753601,0.03403666149176975,0.02207622616758689,0.4275965592723525,0.0090493322051547,0.5144012310209942
1016,0,0.5,5636,0.08446607622571092,0.0029877307457643262,0.02207622616758689,0.4275965592723525,0.046187656679297764,0.9495641279398441
1016,1,0.5,5636,0.02234295959405188,0.01767984862906384,0.02207622616758689,0.4275965592723525,0.013391531254605018,0.394462752996832
1016,2,0.5,5636,0.06360533782270361,0.02031659538600295,0.02207622616758689,0.4275965592723525,0.026403256503801993,0.3669910681641633
1016,0,0.75,8453,0.04936648426957007,0.005564443446019765,0.02207622616758689,0.4275965592723525,0.03166456016066696,0.6874007754340404
1016,1,0.75,8453,0.03878644455750662,0.020586920828870182,0.02207622616758689,0.4275965592723525,0.01686249047709571,0.23350219445947376
1016,2,0.75,8453,0.06214970588682453,0.008123204902517833,0.02207622616758689,0.4275965592723525,0.03395095792844782,0.7803843979561202
1016,0,1.0,11271,0.0025113752274292765,0.0023704310703946754,0.02207622616758689,0.4275965592723525,0.020677052069418257,0.41976870711363984
1017,0,0.375,4227,0.02059477022593942,0.031906496523700506,0.04274458287983861,0.3505085369905106,0.036313092750896385,0.40328301874395556
1017,1,0.375,4227,0.07504110625651755,0.056678236592907105,0.04274458287983861,0.3505085369905106,0.04800654340902762,0.7354850052636681
1017,2,0.375,4227,0.049568303265281236,0.00036057632468768086,0.04274458287983861,0.3505085369905106,0.021899267155356963,0.17904611108786123
1017,0,0.5,5636,0.01279924192619585,0.02593990337399074,0.04274458287983861,0.3505085369905106,0.04273322216887269,0.44509003587177487
1017,1,0.5,5636,0.08726379291748843,0.04774084546216005,0.04274458287983861,0.3505085369905106,0.06530913588989383,0.8800661938389357
1017,2,0.5,5636,0.0467242245827809,0.046113463081093264,0.04274458287983861,0.3505085369905106,0.026969178829945338,0.16047002576243644
1017,0,0.75,8453,0.013491503534515212,0.007721920752859976,0.04274458287983861,0.3505085369905106,0.03914159188517558,0.34266116391628093
1017,1,0.75,8453,0.09720166004039747,0.039624175677569054,0.04274458287983861,0.3505085369905106,0.07430196977457434,0.9025332985966392
1017,2,0.75,8453,0.043262665924033224,0.07809152383473672,0.04274458287983861,0.3505085369905106,0.03182022756018324,0.15906796068027654
1017,0,1.0,11271,0.001616084287960694,0.0009628127249228929,0.04274458287983861,0.3505085369905106,0.04285910012653342,0.3542443922043454
1018,0,0.375,4227,0.030545530971901453,0.13659099688408582,0.06666491691256915,0.07811339869334112,0.055394055315202195,0.07727462155580664
1018,1,0.375,4227,0.11817762134687677,0.9003893314293729,0.06666491691256915,0.07811339869334112,0.02786295945733677,-0.5934392548088934
1018,2,0.375,4227,0.04068632676570644,0.7100327299628434,0.06666491691256915,0.07811339869334112,0.04427054004960995,0.3087100088134843
1018,0,0.5,5636,0.03213011121131476,0.3200164290126365,0.06666491691256915,0.07811339869334112,0.04569033855781537,0.03893662191660498
1018,1,0.5,5636,0.06774566145540811,1.1429131327441922,0.06666491691256915,0.07811339869334112,0.04872858599369766,-0.1683340805252166
1018,2,0.5,5636,0.05020377802907966,2.4828862833640284,0.06666491691256915,0.07811339869334112,0.04520505175476121,-0.027742545153777026
1018,0,0.75,8453,0.010317912089122102,0.13244107589409548,0.06666491691256915,0.07811339869334112,0.0614741134287573,0.08526269610872436
1018,1,0.75,8453,0.09641438613112617,0.9686612399776234,0.06666491691256915,0.07811339869334112,0.04682591604802138,-0.4063918148331385
1018,2,0.75,8453,0.034823546507783236,0.5229675270878602,0.06666491691256915,0.07811339869334112,0.07075882026375445,0.2141156227180025
1018,0,1.0,11271,0.0036223768906851325,0.22094365490334422,0.06666491691256915,0.07811339869334112,0.06611875525633344,0.06154123659283513
1019,0,0.375,4227,0.09633746104536385,0.10413198184993502,0.12648016643509472,0.5519058147797679,0.08281367925919933,0.6623088517679835
1019,1,0.375,4227,0.05168548606124285,0.10325190400688575,0.12648016643509472,0.5519058147797679,0.07766297340353448,0.6167745184351614
1019,2,0.375,4227,0.04961451911738434,0.09644621697378639,0.12648016643509472,0.5519058147797679,0.10130077869668,0.763246041201925
1019,0,0.5,5636,0.0895081733608783,0.105017260748133,0.12648016643509472,0.5519058147797679,0.1072098740691877,0.8635332106562299
1019,1,0.5,5636,0.07415886847214427,0.09991094566384581,0.12648016643509472,0.5519058147797679,0.09579128526231388,0.7410808120622954
1019,2,0.5,5636,0.02805257150576818,0.04757167548935104,0.12648016643509472,0.5519058147797679,0.12223866408438143,0.6731272060475088
1019,0,0.75,8453,0.07631358282704864,0.06588079418052198,0.12648016643509472,0.5519058147797679,0.13422972949783568,0.8220375718713334
1019,1,0.75,8453,0.08269062479962531,0.07947205477538805,0.12648016643509472,0.5519058147797679,0.13160145770385953,0.8791142690143829
1019,2,0.75,8453,0.04328569369105195,0.02668085199648182,0.12648016643509472,0.5519058147797679,0.13061984130980195,0.6450713373174255
1019,0,1.0,11271,0.01304182809792757,0.005382939655112717,0.12648016643509472,0.5519058147797679,0.12811451338229052,0.5724844217823468
1022,0,0.375,4227,0.03399188362083713,0.029819146480112427,0.09425907734668905,0.7586632135816337,0.08910978324589246,0.9437147313838053
1022,1,0.375,4227,0.10388131771291505,0.1730822136859353,0.09425907734668905,0.7586632135816337,0.05570282449181611,0.18734605234066815
1022,2,0.375,4227,0.12379536936656822,0.05764899325226197,0.09425907734668905,0.7586632135816337,0.008934253194788236,0.13415873432743813
1022,0,0.5,5636,0.05536027132774321,0.01607038400744283,0.09425907734668905,0.7586632135816337,0.09188061517023328,0.849383855467065
1022,1,0.5,5636,0.11201122524172206,0.2588529022004558,0.09425907734668905,0.7586632135816337,0.04382986029977278,0.11440943926541344
1022,2,0.5,5636,0.037236720376103226,0.00538929268581978,0.09425907734668905,0.7586632135816337,0.08986326883528968,0.693213280431574
1022,0,0.75,8453,0.03307791946621488,0.009704405296399668,0.09425907734668905,0.7586632135816337,0.09672472511190935,0.8444680760563811
1022,1,0.75,8453,0.06469140196721772,0.005225021356204701,0.09425907734668905,0.7586632135816337,0.06596760406058295,0.5095256613237372
1022,2,0.75,8453,0.0461991764660953,0.010940634578765401,0.09425907734668905,0.7586632135816337,0.08443900791617405,0.6246215375012367
1022,0,1.0,11271,0.0026832346108528406,7.551118115385613e-05,0.09425907734668905,0.7586632135816337,0.0931267584865612,0.7500053451251422
1023,0,0.375,4227,0.09804160919787622,1.5856516405770495,0.08517617427505846,0.49736406625164986,0.042120886028155835,-0.02978011278803024
1023,1,0.375,4227,0.031050249652710502,0.05381874731702649,0.08517617427505846,0.49736406625164986,0.08246037934942244,0.7021703165688671
1023,2,0.375,4227,0.04166872086543509,0.007162183698678742,0.08517617427505846,0.49736406625164986,0.07403470111067506,0.4511752563661563
1023,0,0.5,5636,0.04661899757477429,0.02811082566360512,0.08517617427505846,0.49736406625164986,0.07219297578877638,0.36211276037514284
1023,1,0.5,5636,0.0923319497235153,0.5140973620999166,0.08517617427505846,0.49736406625164986,0.03826864891549349,0.05583790295787252
1023,2,0.5,5636,0.12597952032572665,0.2800405218049273,0.08517617427505846,0.49736406625164986,0.032829705607438024,-0.3017842847539593
1023,0,0.75,8453,0.027993327890840056,0.0010452866904158142,0.08517617427505846,0.49736406625164986,0.07569782602510933,0.4393361554979458
1023,1,0.75,8453,0.05833669134918573,0.0381296701039287,0.08517617427505846,0.49736406625164986,0.09573147547593787,0.7191069034105287
1023,2,0.75,8453,0.08500420257080554,0.43896207050931657,0.08517617427505846,0.49736406625164986,0.04583675725285852,0.07511547235912185
1023,0,1.0,11271,0.0038260495522449206,0.0027528484664794406,0.08517617427505846,0.49736406625164986,0.08454374694090722,0.5017363532834392
1024,0,0.375,4227,0.08291919789053656,0.3595821886515648,0.08590651094519218,0.17714765802238255,0.05146793437827232,0.41055850882320155
1024,1,0.375,4227,0.10304477696037302,0.3873336750307183,0.08590651094519218,0.17714765802238255,0.05764945129767254,0.5906143760717004
1024,2,0.375,4227,0.11343007145156801,0.38640604666466005,0.08590651094519218,0.17714765802238255,0.06441971576931753,0.6537622172873645
1024,0,0.5,5636,0.08921068109578806,0.3538170508715735,0.08590651094519218,0.17714765802238255,0.07201082700003975,0.5491731071886965
1024,1,0.5,5636,0.09287155600654037,0.3542059272791156,0.08590651094519218,0.17714765802238255,0.0725600339313326,0.5550074705471316
1024,2,0.5,5636,0.11471966650902601,0.3807799553231113,0.08590651094519218,0.17714765802238255,0.07145336681550286,0.6859763884208719
1024,0,0.75,8453,0.11308389410178209,0.36272143833219483,0.08590651094519218,0.17714765802238255,0.09271736507155187,0.7586009256835099
1024,1,0.75,8453,0.010997918988788533,0.06474765144167977,0.08590651094519218,0.17714765802238255,0.08998200580760714,0.16369572760955442
1024,2,0.75,8453,0.09486453724635427,0.33861389875568604,0.08590651094519218,0.17714765802238255,0.09018916621117361,0.6163448388017249
1024,0,1.0,11271,0.0025711883449293866,0.02083752394988131,0.08590651094519218,0.17714765802238255,0.083134812970861,0.17912914866292656
1025,0,0.375,4227,0.07019414657159487,0.0782027398598745,0.07733100991666117,0.524919141264816,0.05674532068897578,0.2516170125498401
1025,1,0.375,4227,0.040028217672707145,0.05452010159337928,0.07733100991666117,0.524919141264816,0.06395374775985542,0.6891586222558821
1025,2,0.375,4227,0.0994259088270114,0.038186744012933926,0.07733100991666117,0.524919141264816,0.015025923605442854,0.08099940364705459
1025,0,0.5,5636,0.05418438774803812,0.01551411374957054,0.07733100991666117,0.524919141264816,0.0972713939880125,0.7379905888915524
1025,1,0.5,5636,0.022271539874301555,0.007290257227087704,0.07733100991666117,0.524919141264816,0.0791558048613701,0.5119704367098057
1025,2,0.5,5636,0.08153336351027261,0.02590318189547236,0.07733100991666117,0.524919141264816,0.03418334938313416,0.19733720580973427
1025,0,0.75,8453,0.027231148591525728,0.009998458775833025,0.07733100991666117,0.524919141264816,0.08773647824236061,0.5577003599517754
1025,1,0.75,8453,0.03642659235595357,0.017944330319194318,0.07733100991666117,0.524919141264816,0.07969481679603613,0.6159961026383044
1025,2,0.75,8453,0.023173074989550024,0.021472293353399785,0.07733100991666117,0.524919141264816,0.06565195930567777,0.5216784520604731
1025,0,1.0,11271,0.0031562751406590843,0.003723472382407389,0.07733100991666117,0.524919141264816,0.077639961515483,0.5140244503584273
1028,0,0.375,4227,0.078542604034605,0.015968975685763255,0.022228122982740222,0.34608971552160095,0.04215444405581824,0.8735314373881811
1028,1,0.375,4227,0.0658462197344869,0.09603710550798777,0.022228122982740222,0.34608971552160095,0.0023336675012297554,-0.07336124982145434
1028,2,0.375,4227,0.06721317178361452,0.025145209973216835,0.022228122982740222,0.34608971552160095,0.026965782009726193,0.6899925310111726
1028,0,0.5,5636,0.03469944755712332,0.013995698457686077,0.022228122982740222,0.34608971552160095,0.026558197613471377,0.5287235962818594
1028,1,0.5,5636,0.05541629533476029,1.001747145845807,0.022228122982740222,0.34608971552160095,0.006450638950932851,0.0060514057906087704
1028,2,0.5,5636,0.06507419655200027,0.022719055285017498,0.022228122982740222,0.34608971552160095,0.02799963773096637,0.6745694362037473
1028,0,0.75,8453,0.05018222657309956,0.016899509427452407,0.022228122982740222,0.34608971552160095,0.028170190104226226,0.5952249181270294
1028,1,0.75,8453,0.05350846446221874,7.7130166526536135,0.022228122982740222,0.34608971552160095,0.011873415325160404,0.0015266869156557008
1028,2,0.75,8453,0.049074365154087016,0.013377302187042882,0.022228122982740222,0.34608971552160095,0.03049776492331687,0.5997691276621608
1028,0,1.0,11271,0.001965661084741021,0.0020617067875759246,0.022228122982740222,0.34608971552160095,0.0211517698641825,0.34025332934011954
1029,0,0.375,4227,0.02509675560247172,0.07928500396770778,0.06746755140290765,0.43180855719079514,0.04555317106599916,0.5919138470732267
1029,1,0.375,4227,0.09169770177709549,0.43366295451737824,0.06746755140290765,0.43180855719079514,0.012554760617717806,0.021282607030247754
1029,2,0.375,4227,0.09764850689651307,0.06854153606706409,0.06746755140290765,0.43180855719079514,0.08683661406314515,0.990125973803617
1029,0,0.5,5636,0.098175019365601,0.19021232697664608,0.06746755140290765,0.43180855719079514,0.004883817063189489,-0.14377615488163376
1029,1,0.5,5636,0.06922418005968572,0.05671003087207746,0.06746755140290765,0.43180855719079514,0.07838782429484999,0.7875474505678453
1029,2,0.5,5636,0.10028822633524224,0.06563112272423668,0.06746755140290765,0.43180855719079514,0.08497744504566807,0.9378062779964295
1029,0,0.75,8453,0.06947268346568214,0.24968877615084115,0.06746755140290765,0.43180855719079514,0.03882453748295284,0.09564274564416758
1029,1,0.75,8453,0.05825980801424366,0.03800449883790917,0.06746755140290765,0.43180855719079514,0.0790949266868969,0.6689375412348143
1029,2,0.75,8453,0.07687386744702612,0.04604872095419965,0.06746755140290765,0.43180855719079514,0.08644249889080959,0.7844473862430322
1029,0,1.0,11271,0.002124031826899062,0.002591009208437217,0.06746755140290765,0.43180855719079514,0.06651998954569435,0.4329231332716392
1031,0,0.375,4227,0.03523274646936988,0.024084445682140326,0.06898851199926015,0.5285873422142785,0.049645927394088234,0.46646364896206843
1031,1,0.375,4227,0.07277910318179012,0.009664337041679766,0.06898851199926015,0.5285873422142785,0.10137470078473129,0.8388435893298355
1031,2,0.375,4227,0.016753445595154494,0.00487741031873537,0.06898851199926015,0.5285873422142785,0.0783527786696303,0.6236418218592001
1031,0,0.5,5636,0.06602215645328491,0.018496699250614562,0.06898851199926015,0.5285873422142785,0.044925719853284043,0.3014914744023432
1031,1,0.5,5636,0.062299543319926105,0.006871557834653319,0.06898851199926015,0.5285873422142785,0.09752039763275708,0.7887235494956201
1031,2,0.5,5636,0.04981201584510405,0.03878862907124182,0.06898851199926015,0.5285873422142785,0.062419545226645765,0.6804981842861619
1031,0,0.75,8453,0.07042502822589033,0.09697359184520302,0.06898851199926015,0.5285873422142785,0.049038837918919324,0.21556625770496946
1031,1,0.75,8453,0.051761479393767,0.0017164543584836933,0.06898851199926015,0.5285873422142785,0.0942874676591975,0.7130493705835846
1031,2,0.75,8453,0.06668475327049062,0.017287560974508523,0.06898851199926015,0.5285873422142785,0.09236122044455161,0.8157150024835274
1031,0,1.0,11271,0.0033068611306282182,0.0005781982113617912,0.06898851199926015,0.5285873422142785,0.06837046645861389,0.5215414033318837
1032,0,0.375,4227,0.045886663500308664,0.10045269401484355,0.09195627865800124,0.39553720553602667,0.0733342115034036,0.555428277608245
1032,1,0.375,4227,0.06140781672862009,0.13094045626779344,0.09195627865800124,0.39553720553602667,0.057330061086093,0.564583070069998
1032,2,0.375,4227,0.1567225792541967,0.3899110755940457,0.09195627865800124,0.39553720553602667,0.09850969706645513,-0.625750202883552
1032,0,0.5,5636,0.09994297493958951,2.0524459445250383,0.09195627865800124,0.39553720553602667,0.08064542407902076,-0.044311611848711456
1032,1,0.5,5636,0.07569762722525708,0.1349933188628455,0.09195627865800124,0.39553720553602667,0.042137728047809055,0.43222081736758017
1032,2,0.5,5636,0.09066208797853814,10.29424477361479,0.09195627865800124,0.39553720553602667,0.08332260406498737,-0.008281116026591286
1032,0,0.75,8453,0.08144330098668812,1.3603194899123052,0.09195627865800124,0.39553720553602667,0.08288422382485955,0.05203667440549069
1032,1,0.75,8453,0.025227044891866498,0.047046760134402676,0.09195627865800124,0.39553720553602667,0.08540055067165486,0.46053484055931154
1032,2,0.75,8453,0.05268995742573222,0.11214690853666344,0.09195627865800124,0.39553720553602667,0.06025502273845038,0.500716445812188
